Sunday,casual,136053
Sunday,member,168857
Monday,member,215409
Monday,casual,100149
Tuesday,casual,96950
Tuesday,member,223294
Wednesday,casual,85283
Wednesday,member,216689
Thursday,casual,97312
Thursday,member,226540
Friday,member,197924
Friday,casual,107278
Saturday,member,181690
Saturday,casual,147660
