Sunday,casual,32
Sunday,member,14
Monday,member,12
Monday,casual,28
Tuesday,casual,25
Tuesday,member,12
Wednesday,member,11
Wednesday,casual,24
Thursday,member,12
Thursday,casual,24
Friday,member,12
Friday,casual,26
Saturday,casual,30
Saturday,member,13
